Precip_Date,Days,Date_bin,Precip_avg(mm)
2002-10-24,1day_after,0,0.005773034435458713
2003-01-20,1day_after,0,0.00030114521965853654
2003-03-14,1day_after,0,1.1734180263934737
2003-09-16,1day_after,0,0.15257136733231338
2003-09-19,1day_after,0,0.5739676145770835
2003-10-31,1day_after,0,0.006589834176161363
2003-11-04,1day_after,0,10.21324973808567
2004-10-06,1day_after,0,0.017181273569209135
2005-01-12,1day_after,0,0.3045883783940527
2005-01-18,1day_after,0,0.8498856893753005
2005-11-06,1day_after,0,0.816437152441275
2006-07-19,1day_after,0,0.009401594121038463
2006-10-29,1day_after,0,1.9878959908968938
2006-11-07,1day_after,0,0.2346272773022349
2006-11-14,1day_after,0,1.2306861045694464
2006-11-20,1day_after,0,0.48656288998300057
2006-11-25,1day_after,0,0.0899921981505377
2007-04-14,1day_after,0,0.11284781531220836
2007-07-07,1day_after,0,0.015758730263690474
2007-08-28,1day_after,0,0.00046308567708333337
2007-10-25,1day_after,0,8.004002282331578
2007-12-10,1day_after,0,0.8310187679337026
2008-12-23,1day_after,0,0.16039948391324124
2009-01-11,1day_after,0,11.217887437033593
2009-01-17,1day_after,0,2.584236466787421
2009-01-24,1day_after,0,8.996178733212371
2009-01-31,1day_after,0,7.200451762740144
2009-02-18,1day_after,0,0.02839652547531577
2009-03-01,1day_after,0,2.583634169851754
2009-03-29,1day_after,0,0.3321363472919893
2009-04-06,1day_after,0,2.7746953058151527
2009-06-25,1day_after,0,0.0
2009-07-06,1day_after,0,1.0898072223999997
2009-08-06,1day_after,0,0.0026808931492456533
2009-09-12,1day_after,0,0.004634584033628348
2009-09-21,1day_after,0,0.8373794124338306
2009-09-24,1day_after,0,0.006049319755370911
2009-10-01,1day_after,0,0.07965495304822348
2009-10-14,1day_after,0,0.00715664861158334
2009-10-26,1day_after,0,0.002279838391544623
2009-10-31,1day_after,0,0.2656646075581583
2009-11-06,1day_after,0,0.7945575905615332
2009-12-26,1day_after,0,3.437243202039481
2010-01-04,1day_after,0,3.739441325289757
2010-01-09,1day_after,0,0.11508702625632891
2010-01-13,1day_after,0,0.26032879941469844
2010-01-26,1day_after,0,0.657965601356248
2010-02-10,1day_after,0,0.07737419473137215
2010-03-24,1day_after,0,0.0017291900639215681
2010-04-20,1day_after,0,0.6778073980038168
2010-08-19,1day_after,0,0.010952218015927365
2010-12-02,1day_after,0,0.28805906379132895
2010-12-24,1day_after,0,0.0006610167209705377
2011-01-13,1day_after,0,0.3722497530247852
2011-11-03,1day_after,0,0.9482014343365179
2012-10-28,1day_after,0,0.01968136389707566
2012-11-08,1day_after,0,0.25363372758004954
2012-12-05,1day_after,0,0.31374083790177393
2013-11-09,1day_after,0,0.053052830310977066
2013-11-18,1day_after,0,0.07653863920246246
2014-10-29,1day_after,0,1.130767169065165
2015-04-03,1day_after,0,0.07044780183600097
2015-04-25,1day_after,0,0.0030338709361074447
2015-05-23,1day_after,0,0.03532772652842664
2015-11-14,1day_after,0,0.7644279400739844
2016-02-21,1day_after,0,0.0331013560718938
2016-10-07,1day_after,0,0.020749599958282815
2016-10-26,1day_after,0,0.1111930213997734
2017-11-09,1day_after,0,0.22283102266814472
2017-11-16,1day_after,0,0.8094753500662726
2017-11-19,1day_after,0,5.319297141008449
2018-01-21,1day_after,0,1.1967007285186988
2018-01-29,1day_after,0,0.05166280104596774
2018-02-04,1day_after,0,0.018048521972580653
2018-02-18,1day_after,0,0.010136078436687587
2018-05-09,1day_after,0,3.3498000666666674
2018-11-02,1day_after,0,0.016362336594163873
2019-02-26,1day_after,0,0.003537906083996537
2019-03-27,1day_after,0,1.8704974133832837
2019-11-10,1day_after,0,0.06249382057887104
